ad_id,image_path,ctr_score,halflife_days,censored,vertical,source,scraped_at,discontinuation_type,is_censored
apify_eb6ee36457fd,data\raw\gaming\apify_eb6ee36457fd.jpg,0.0778,7.0,False,gaming,apify,2026-05-14T00:28:16.386348,wear-out,0
apify_97326e41efdd,data\raw\gaming\apify_97326e41efdd.jpg,0.1333,12.0,False,gaming,apify,2026-05-14T00:28:18.166754,wear-out,0
apify_8dab04a8eca2,data\raw\gaming\apify_8dab04a8eca2.jpg,0.2333,21.0,False,gaming,apify,2026-05-14T00:28:20.099881,wear-out,0
apify_049e98489dd3,data\raw\gaming\apify_049e98489dd3.jpg,0.0667,6.0,False,gaming,apify,2026-05-14T00:28:22.035873,cut-out,0
apify_e77c37e44281,data\raw\gaming\apify_e77c37e44281.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:28:23.427704,cut-out,0
apify_68fc62d6179b,data\raw\gaming\apify_68fc62d6179b.jpg,0.1111,10.0,False,gaming,apify,2026-05-14T00:28:25.366893,wear-out,0
apify_a55b714bad1e,data\raw\gaming\apify_a55b714bad1e.jpg,0.2444,22.0,False,gaming,apify,2026-05-14T00:28:27.178829,wear-out,0
apify_3e4e80f666b0,data\raw\gaming\apify_3e4e80f666b0.jpg,0.2444,22.0,False,gaming,apify,2026-05-14T00:28:28.645174,wear-out,0
apify_6042be4be452,data\raw\gaming\apify_6042be4be452.jpg,0.2333,21.0,False,gaming,apify,2026-05-14T00:28:30.080792,wear-out,0
apify_346b072f979a,data\raw\gaming\apify_346b072f979a.jpg,0.0556,5.0,False,gaming,apify,2026-05-14T00:28:32.146829,cut-out,0
apify_77af7ffdeeb0,data\raw\gaming\apify_77af7ffdeeb0.jpg,0.2222,20.0,False,gaming,apify,2026-05-14T00:28:34.557707,wear-out,0
apify_208cc8a6dce5,data\raw\gaming\apify_208cc8a6dce5.jpg,0.0778,7.0,False,gaming,apify,2026-05-14T00:28:36.908670,wear-out,0
apify_b8451a03e966,data\raw\gaming\apify_b8451a03e966.jpg,0.1556,14.0,False,gaming,apify,2026-05-14T00:28:38.448936,wear-out,0
apify_d25efaa977d9,data\raw\gaming\apify_d25efaa977d9.jpg,0.2444,22.0,False,gaming,apify,2026-05-14T00:28:40.186290,wear-out,0
apify_f307fa2abb50,data\raw\gaming\apify_f307fa2abb50.jpg,0.1444,13.0,False,gaming,apify,2026-05-14T00:28:41.799920,wear-out,0
apify_d3775f4031b4,data\raw\gaming\apify_d3775f4031b4.jpg,0.1333,12.0,False,gaming,apify,2026-05-14T00:28:43.773461,wear-out,0
apify_ee29471d3bcc,data\raw\gaming\apify_ee29471d3bcc.jpg,0.1222,11.0,False,gaming,apify,2026-05-14T00:28:45.198552,wear-out,0
apify_49588e248c1b,data\raw\gaming\apify_49588e248c1b.jpg,0.1556,14.0,False,gaming,apify,2026-05-14T00:28:46.681378,wear-out,0
apify_a9997eebf3bc,data\raw\gaming\apify_a9997eebf3bc.jpg,0.1667,15.0,False,gaming,apify,2026-05-14T00:28:48.495520,wear-out,0
apify_715aaefa4db7,data\raw\gaming\apify_715aaefa4db7.jpg,0.0778,7.0,False,gaming,apify,2026-05-14T00:28:50.101804,wear-out,0
apify_93d4e4bceb44,data\raw\gaming\apify_93d4e4bceb44.jpg,0.1333,12.0,False,gaming,apify,2026-05-14T00:28:51.605339,wear-out,0
apify_0f1b4b46492b,data\raw\gaming\apify_0f1b4b46492b.jpg,0.1333,12.0,False,gaming,apify,2026-05-14T00:28:53.529586,wear-out,0
apify_b8b4972eee75,data\raw\gaming\apify_b8b4972eee75.jpg,0.1667,15.0,False,gaming,apify,2026-05-14T00:28:55.744489,wear-out,0
apify_859b60c7433e,data\raw\gaming\apify_859b60c7433e.jpg,0.1,9.0,False,gaming,apify,2026-05-14T00:28:57.237616,wear-out,0
apify_24e1cbcf1ff4,data\raw\gaming\apify_24e1cbcf1ff4.jpg,0.0889,8.0,False,gaming,apify,2026-05-14T00:28:59.261716,wear-out,0
apify_e407d2e25bc6,data\raw\gaming\apify_e407d2e25bc6.jpg,0.0556,5.0,False,gaming,apify,2026-05-14T00:29:00.759403,cut-out,0
apify_6df8811550b3,data\raw\gaming\apify_6df8811550b3.jpg,0.1556,14.0,False,gaming,apify,2026-05-14T00:29:03.143310,wear-out,0
apify_5cd79c270b88,data\raw\gaming\apify_5cd79c270b88.jpg,0.1333,12.0,False,gaming,apify,2026-05-14T00:29:05.245774,wear-out,0
apify_514aff2e80dd,data\raw\gaming\apify_514aff2e80dd.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:29:06.870264,cut-out,0
apify_6731af6e9525,data\raw\gaming\apify_6731af6e9525.jpg,0.1222,11.0,False,gaming,apify,2026-05-14T00:29:08.978205,wear-out,0
apify_4c5b8bbf79df,data\raw\gaming\apify_4c5b8bbf79df.jpg,0.0333,3.0,False,gaming,apify,2026-05-14T00:29:11.211099,cut-out,0
apify_d00c851699c0,data\raw\gaming\apify_d00c851699c0.jpg,0.0889,8.0,False,gaming,apify,2026-05-14T00:29:13.294025,wear-out,0
apify_68539d7a0953,data\raw\gaming\apify_68539d7a0953.jpg,0.0889,8.0,False,gaming,apify,2026-05-14T00:29:14.919754,wear-out,0
apify_35b91e977f4e,data\raw\gaming\apify_35b91e977f4e.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:29:16.791320,cut-out,0
apify_90e499e8e3da,data\raw\gaming\apify_90e499e8e3da.jpg,0.1667,15.0,False,gaming,apify,2026-05-14T00:29:18.597214,wear-out,0
apify_704f7dc703c7,data\raw\gaming\apify_704f7dc703c7.jpg,0.1333,12.0,False,gaming,apify,2026-05-14T00:29:20.348593,wear-out,0
apify_5cf2e441b5d0,data\raw\gaming\apify_5cf2e441b5d0.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:29:21.942453,cut-out,0
apify_caf2e64d3fa3,data\raw\gaming\apify_caf2e64d3fa3.jpg,0.0778,7.0,False,gaming,apify,2026-05-14T00:29:23.568687,wear-out,0
apify_2f94e637014b,data\raw\gaming\apify_2f94e637014b.jpg,0.0556,5.0,False,gaming,apify,2026-05-14T00:29:25.391191,cut-out,0
apify_4597c80c2aca,data\raw\gaming\apify_4597c80c2aca.jpg,0.1667,15.0,False,gaming,apify,2026-05-14T00:29:27.072070,wear-out,0
apify_e030b343e2d5,data\raw\gaming\apify_e030b343e2d5.jpg,0.1,9.0,False,gaming,apify,2026-05-14T00:29:28.757755,wear-out,0
apify_3d9bfb3da87c,data\raw\gaming\apify_3d9bfb3da87c.jpg,0.2444,22.0,False,gaming,apify,2026-05-14T00:29:30.700070,wear-out,0
apify_a11c7b8fafe6,data\raw\gaming\apify_a11c7b8fafe6.jpg,0.1,9.0,False,gaming,apify,2026-05-14T00:29:33.198000,wear-out,0
apify_56bd845b890d,data\raw\gaming\apify_56bd845b890d.jpg,0.0556,5.0,False,gaming,apify,2026-05-14T00:29:35.096889,cut-out,0
apify_10ff2d73e266,data\raw\gaming\apify_10ff2d73e266.jpg,0.2333,21.0,False,gaming,apify,2026-05-14T00:29:37.053945,wear-out,0
apify_8a6a5127dc50,data\raw\gaming\apify_8a6a5127dc50.jpg,0.1556,14.0,False,gaming,apify,2026-05-14T00:29:38.742828,wear-out,0
apify_2699a5586070,data\raw\gaming\apify_2699a5586070.jpg,0.1667,15.0,False,gaming,apify,2026-05-14T00:29:40.923265,wear-out,0
apify_0c3781bc85c4,data\raw\gaming\apify_0c3781bc85c4.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:29:43.215374,cut-out,0
apify_1a02874cef6b,data\raw\gaming\apify_1a02874cef6b.jpg,0.1556,14.0,False,gaming,apify,2026-05-14T00:29:45.716946,wear-out,0
apify_c01965f26249,data\raw\gaming\apify_c01965f26249.jpg,0.1111,10.0,False,gaming,apify,2026-05-14T00:29:47.852514,wear-out,0
apify_83890acb13c1,data\raw\gaming\apify_83890acb13c1.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:29:49.925461,cut-out,0
apify_b0e169592f7b,data\raw\gaming\apify_b0e169592f7b.jpg,0.0556,5.0,False,gaming,apify,2026-05-14T00:29:51.599732,cut-out,0
apify_78815611ec44,data\raw\gaming\apify_78815611ec44.jpg,0.1,9.0,False,gaming,apify,2026-05-14T00:29:53.075149,wear-out,0
apify_a0e85837689d,data\raw\gaming\apify_a0e85837689d.jpg,0.0556,5.0,False,gaming,apify,2026-05-14T00:29:55.032104,cut-out,0
apify_e1594612d9cb,data\raw\gaming\apify_e1594612d9cb.jpg,0.0667,6.0,False,gaming,apify,2026-05-14T00:29:57.076130,cut-out,0
apify_5181423d6641,data\raw\gaming\apify_5181423d6641.jpg,0.1444,13.0,False,gaming,apify,2026-05-14T00:29:59.315346,wear-out,0
apify_735f1d69fc6b,data\raw\gaming\apify_735f1d69fc6b.jpg,0.1444,13.0,False,gaming,apify,2026-05-14T00:30:01.272335,wear-out,0
apify_2959deaebf50,data\raw\gaming\apify_2959deaebf50.jpg,0.1333,12.0,False,gaming,apify,2026-05-14T00:30:02.970991,wear-out,0
apify_ae5caeb78e4b,data\raw\gaming\apify_ae5caeb78e4b.jpg,0.0444,4.0,False,gaming,apify,2026-05-14T00:30:04.153036,cut-out,0
apify_027529c5439f,data\raw\gaming\apify_027529c5439f.jpg,0.0667,6.0,False,gaming,apify,2026-05-14T00:30:05.970204,cut-out,0
apify_6a92b1247257,data\raw\gaming\apify_6a92b1247257.jpg,0.0889,8.0,False,gaming,apify,2026-05-14T00:30:07.887463,wear-out,0
apify_499b5b5757cb,data\raw\gaming\apify_499b5b5757cb.jpg,0.1444,13.0,False,gaming,apify,2026-05-14T00:30:10.170211,wear-out,0
apify_83dc58c1be46,data\raw\gaming\apify_83dc58c1be46.jpg,0.1889,17.0,False,gaming,apify,2026-05-14T00:30:11.921957,wear-out,0
apify_048c6816b358,data\raw\gaming\apify_048c6816b358.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:30:13.803273,cut-out,0
apify_ad3e720df5d0,data\raw\gaming\apify_ad3e720df5d0.jpg,0.0667,6.0,False,gaming,apify,2026-05-14T00:30:15.787508,cut-out,0
apify_9419da879fa8,data\raw\gaming\apify_9419da879fa8.jpg,0.0778,7.0,False,gaming,apify,2026-05-14T00:30:18.323596,wear-out,0
apify_89de9d7c1bb5,data\raw\gaming\apify_89de9d7c1bb5.jpg,0.0556,5.0,False,gaming,apify,2026-05-14T00:30:20.812753,cut-out,0
apify_f3d6bc23bd41,data\raw\gaming\apify_f3d6bc23bd41.jpg,0.0667,6.0,False,gaming,apify,2026-05-14T00:30:23.677870,cut-out,0
apify_d240cc41f4a7,data\raw\gaming\apify_d240cc41f4a7.jpg,0.0556,5.0,False,gaming,apify,2026-05-14T00:30:25.846797,cut-out,0
apify_1e784fd8c0d4,data\raw\gaming\apify_1e784fd8c0d4.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:30:28.135217,cut-out,0
apify_a5433a66bd6e,data\raw\gaming\apify_a5433a66bd6e.jpg,0.1333,12.0,False,gaming,apify,2026-05-14T00:30:29.993361,wear-out,0
apify_33b22cbe91f2,data\raw\gaming\apify_33b22cbe91f2.jpg,0.1444,13.0,False,gaming,apify,2026-05-14T00:30:31.273390,wear-out,0
apify_39932e3aeeb2,data\raw\gaming\apify_39932e3aeeb2.jpg,0.0444,4.0,False,gaming,apify,2026-05-14T00:30:33.216148,cut-out,0
apify_89a7303358ae,data\raw\gaming\apify_89a7303358ae.jpg,0.0889,8.0,False,gaming,apify,2026-05-14T00:30:35.215352,wear-out,0
apify_c03166ce4d48,data\raw\gaming\apify_c03166ce4d48.jpg,0.1444,13.0,False,gaming,apify,2026-05-14T00:30:37.045003,wear-out,0
apify_6816c238d423,data\raw\gaming\apify_6816c238d423.jpg,0.1444,13.0,False,gaming,apify,2026-05-14T00:30:38.917138,wear-out,0
apify_a26c5b564341,data\raw\gaming\apify_a26c5b564341.jpg,0.1333,12.0,False,gaming,apify,2026-05-14T00:30:40.816288,wear-out,0
apify_b9daa5a79abb,data\raw\gaming\apify_b9daa5a79abb.jpg,0.0778,7.0,False,gaming,apify,2026-05-14T00:30:42.445504,wear-out,0
apify_13f568621550,data\raw\gaming\apify_13f568621550.jpg,0.1333,12.0,False,gaming,apify,2026-05-14T00:30:43.981120,wear-out,0
apify_6bab586aeb59,data\raw\gaming\apify_6bab586aeb59.jpg,0.0778,7.0,False,gaming,apify,2026-05-14T00:30:45.755893,wear-out,0
apify_2c1f420655b5,data\raw\gaming\apify_2c1f420655b5.jpg,0.2667,24.0,False,gaming,apify,2026-05-14T00:30:48.213800,wear-out,0
apify_9afc044d64d8,data\raw\gaming\apify_9afc044d64d8.jpg,0.0667,6.0,False,gaming,apify,2026-05-14T00:30:50.158053,cut-out,0
apify_801b7b81b7ad,data\raw\gaming\apify_801b7b81b7ad.jpg,0.0667,6.0,False,gaming,apify,2026-05-14T00:30:52.207511,cut-out,0
apify_422b00b1aae5,data\raw\gaming\apify_422b00b1aae5.jpg,0.0778,7.0,False,gaming,apify,2026-05-14T00:30:54.283118,wear-out,0
apify_4c9ca380b592,data\raw\gaming\apify_4c9ca380b592.jpg,0.2,18.0,False,gaming,apify,2026-05-14T00:30:56.116737,wear-out,0
apify_79f24787e67d,data\raw\gaming\apify_79f24787e67d.jpg,0.0778,7.0,False,gaming,apify,2026-05-14T00:30:58.613529,wear-out,0
apify_cf55c2061400,data\raw\gaming\apify_cf55c2061400.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:31:00.917165,cut-out,0
apify_d4c2c6a0cb7a,data\raw\gaming\apify_d4c2c6a0cb7a.jpg,0.1222,11.0,False,gaming,apify,2026-05-14T00:31:02.967946,wear-out,0
apify_c74fdda74dec,data\raw\gaming\apify_c74fdda74dec.jpg,0.1444,13.0,False,gaming,apify,2026-05-14T00:31:05.138674,wear-out,0
apify_cc7ca47c2b6c,data\raw\gaming\apify_cc7ca47c2b6c.jpg,0.0111,1.0,False,gaming,apify,2026-05-14T00:31:06.803183,cut-out,0
apify_6e5f82cb6b17,data\raw\gaming\apify_6e5f82cb6b17.jpg,0.0667,6.0,False,gaming,apify,2026-05-14T00:31:08.737498,cut-out,0
